sentence,sense_labels,dim1,dim2
"""The New Yorker"" described Sade's voice as a ""grainy contralto full of air that betrays a slight ache but no agony, and values even imperfect dignity over a show of pain"", a ""deeply English"" quality that makes categorising the artist's voice difficult.
",0,-4.817685,-0.76725477
"The ""Tulsa World"" wrote that Trynin ""can wax nostalgic and ache with regret at the same time ('Writing Notes') or walk calmly and cooly right out of your life, leaving you with the check ('I Don't Need You')—all without a single moment of ranting.""
",0,-4.806284,-1.0055003
"Oximes are drugs known for their ability to reverse the binding of organophosphorus compounds to the enzyme acetylcholinesterase (AChE).
",4,2.254355,8.703488
"In the past, Übersee suffered many times from floods of nearby river Tiroler Ache.
",2,5.1293826,-2.1444917
"Inhibition of these two enzymes causes markedly increased levels of both anandamide and 2-AG in the brain, resulting in increased cannabinoid signalling and typical cannabinoid behavioral effects in animal studies, while its lack of potency at AChE means that no cholinergic symptoms are produced.
",4,0.96183735,8.089056
"To prove the sting of a Yiddish insult, one survivor says, “May all your teeth fall out, and may one remain as a tooth ache.”
",0,-4.3682966,-0.72522795
"He has translated several works from English into Gujarati: Chekhov's ""Three Sisters"" as ""Tran Baheno"" (1965), Dostoyevsky's ""The Meek One"" as ""Vinita"" (1985), Beckett's ""Waiting for Godot"" as ""Godoni Raahma"" (1990), M.k Naik's ""History of Indian English Literature"" as ""Bharatiy Angreji Sahitya No Itihaas"" (1999) and Harold Pinter's ""A Slight Ache"" as ""Bhamri"" (2007).
",2,4.854011,-3.0853243
"In 1521, Prince Ache was coming fresh from a military victory at the helm of the Bruneian navy and was supposedly on his way back to Maynila with the intent of confronting his cousin when he came upon and attacked the remnants of the Magellan expedition, then under the command of Sebastian Elcano.
",2,3.5420036,-2.5114815
"But there's also a hovering grace and tenderness that makes me think of Wim Wenders's film ""Wings of Desire"" – a quality that emerges most clearly on 'Forgive', a beatless ache of sound threaded with the sounds of cleansing rainfall.""
",0,-4.1566653,-0.66388404
"Bart gets a stomach ache after accidentally eating a jagged metal Krusty-O prize packed in his breakfast cereal.
",0,-5.0080223,-1.435766
"When Ache asked his mother for permission to address the matter, his mother refused, encouraging him to keep his peace instead.
",2,2.5937808,-1.7364137
"The disruption is caused by the blocking of acetylcholinesterase (AChE), an enzyme that catalyzes the breakdown of acetylcholine, a neurotransmitter.
",4,2.2312617,9.009029
"Tunes ache.
",0,-4.3487725,-1.3513422
"Rajah Matanda (whose real name was recorded by the Legaspi expedition as Ache) and his nephew, Rajah Sulayman ""Rajah Mura"" or ""Rajah Muda"" (a Sanskrit title for a Prince), ruled the Muslim communities south of the Pasig River, including Maynila while Lakan Dula ruled non-Muslim Tondo north of the river.
",2,4.2746735,-1.8844402
"Later in the year 2007, the same songs were again released in the album named ""Krishna Bina Ache Ke"", but under different titles.
",2,4.018273,-3.0441833
"The front of the card read, ""From your secret pal: I feel it in my bones/you ache to know my name/and so I'll clue you in..."" Then inside: ""But why spoil the game?""
",0,-4.1060953,-0.8558047
"The plant was used as a medicine to treat ailments including headaches, convulsions, ear ache, heart palpitations, colds, insanity, dizziness, rheumatism, scrofula, and syphilis.
",0,-5.9323006,-0.79395413
"In Mastiff, she notes that after four years as a dog, she's beginning to collect wounds that ache even after being healed—broken fingers, and so on.
",0,-5.36622,-1.5923303
"The Maasai use it to treat stomach ache.
",0,-5.344881,-0.93611044
"Student Hilary Spray and her mother Sharon turned back early in the climb because Hilary was suffering from a stomach ache.
",0,-5.9701195,-1.8575535
"The ""Friendship"" incident thus afforded the Dutch a reason to take over Ache; and Jackson, to dispatch diplomatist Edmund Roberts, who in 1833 secured the Roberts Treaty with Siam.
",2,3.2089896,-2.6553879
"Nevertheless, in 2007, ""The New York Times"" columnist Nicholas Kristoff and others popularized the notion that ""hard-liners in the Bush administration killed discussion"" of an Iranian ""Grand Bargain"" that ""could have saved lives in Iraq, isolated Palestinian terrorists and encouraged civil society groups in Iran,"" with Kristoff concluding: ""The record indicates that officials from the repressive, duplicitous government of Iran pursued peace more energetically and diplomatically than senior Bush administration officials—which makes me ache for my country.""
",0,-4.4372597,-1.3147912
"At high concentrations AzM itself can be toxic because it can function as an acetylcholinesterase (AChE) inhibitor.
",4,2.0933058,8.189149
"In March 2017, Bassett appeared in ""Ache"", an episode of the television series ""Underground"".
",2,2.8886995,-1.9212567
"Among the illnesses that Curandero/a's help with range from the mundane stomach ache to certain spiritual illnesses such as ""susto, mal de ojo,"" and even reversing black magic.Traditional communities see all of these issues as a loss of spirit.
",0,-5.2650676,-1.1082804
"In 2010, he had a severe stomach ache which was mistaken as that disease.
",0,-5.0503287,-1.1326965
"""An Ache in Every Stake"" is considered a quintessential Three Stooges film.
",2,4.5370054,-2.6377354
"But this ""is"" pop, a music of ornery, glistening guile and honest ache, and it will feel good under your skin once you let it get there.""
",0,-3.9637406,-0.42388907
"Rajah Matanda, then simply known as the ""Young Prince"" Ache, was raised alongside his cousin, who was ruler of Tondo – presumed by some to be a young Bunao Lakandula, although not specifically named in the accounts.
",2,4.4883237,-2.5194516
"After Merchant married the playwright Harold Pinter in 1956, she appeared in many of his plays, including the 1960 revival of his first play, ""The Room"" at the Hampstead Theatre, ""A Slight Ache"", ""A Night Out"", ""The Collection"", and ""The Lover""; the last was also a celebrated television production partnering Alan Badel at Associated Rediffusion, for which she was given an Evening Standard Theatre Award for Best Newcomer and the BAFTA Award for Best Actress, both in 1963.
",2,4.3558774,-3.5850174
"""The New York Times"" noted that ""Wu suffuses the film with a painfully mature understanding of the ache of longing for the impossible.""
",0,-5.252804,-0.7434313
"The long Kelchsauer Ache drains the entire Kelchsau area.
",2,4.3120136,-1.9499512
"The non-specific effects should not be confused with the side effects of vaccines (such as local reactions at the site of vaccination or general reactions such as fever, head ache or rash, which usually resolve within days to weeks – or in rare cases anaphylaxis).
",0,-5.672768,-0.7675147
"Common tormentil, ""P. erecta"", was known as ""tormentilla"" in medieval Latin, derived from early Spanish – literally ""a little torment"", meaning pain that, while not debilitating, is unpleasant and persistent (such as a stomach ache, against which ""P. erecta"" was used).
",0,-5.3701916,-1.0677723
"It is drained by the Zeller Ache towards the Mondsee.
",2,4.6665497,-2.370021
"The activity of AChE is higher in motor neurons than in sensory neurons.
",4,0.81516933,7.649084
"Some medical studies have suggested that acupressure may be effective at helping manage nausea and vomiting, for helping lower back pain, tension headaches, stomach ache, among other things, although such studies have been found to have a high likelihood of bias.
",0,-6.063468,-0.5611352
"In fact, Manila wasn't conquered, but it was occupied through a peace pact that joined Legazpi and the three kings Lakandula, Rajah Ache and Rajah Sulayman.
",2,3.5131931,-2.9742105
"After one of the younger sisters gets a stomach ache, Delphine goes to the store with their Chinese food allowance and cooks real food in the previously forbidden kitchen.
",0,-5.4094663,-1.3786579
"AChE is found in many types of conducting tissue: nerve and muscle, central and peripheral tissues, motor and sensory fibers, and cholinergic and noncholinergic fibers.
",4,0.9785767,6.469656
"According to Person, George Hodel, using Ogham (an ancient Celtic alphabet) signed his real name, H O D E L, placing it both as the return address on the envelope and as a signatory inside the card which read, ""You Ache to Know My Name...I'll Clue you in..."".
",2,3.2494535,-2.3649428
"To avoid a state of constant muscle contraction, the acetylcholine is then broken down (hydrolysed) into the inactive substances acetic acid and choline by AChE.
",4,1.1892563,7.8619447
"The first single ""#104"" was released on 13 March 2017, followed by another single ""Golden Fate; Gut Ache"" which was released on 30 May 2017, along with the pre-order for the album.
",2,4.1175885,-3.325357
"Occasionally the pain may be a constant dull ache.
",0,-5.2137356,-1.2334329
"Makes my heart ache to come back and take you home
",0,-5.3439007,-2.0042374
"However, Ache has not been analyzed in classifications of Southeastern Loloish by Pelkey (2011) and Lama (2012), and hence remains unclassified within the Southeastern Loloish branch.
",2,3.7597947,-1.2174325
"Ache releases music for both Canadian and foreign acts.
",1,2.4223216,1.5490057
"Coo, cow, and stoo are all Scottish for cut back or crop (although, curiously, another meaning of ""stoo"" is to throb or ache), while ""laich"" means short or low to the ground.
",0,-4.6093698,-0.54489803
"He was adopted by his maternal grandfather, who had made a fortune through selling popular preparations, the most popular of which were ""Pectoral Lozenge from Balsam of Tolu"", for coughs and colds, and various tinctures for cleaning teeth and gums and curing tooth ache.
",0,-5.041928,-0.49144837
"After about one kilometre the larger Kelchsauer Ache (also from the south) joins the river.
",2,4.9121704,-1.8556918
"This metabolite can bind to butyrylcholinesterase (BuChE) and/or acetylcholinesterase (AChE).
",4,2.0246305,9.389431
"Porky checks in with a stomach ache, caused by overeating at his birthday party.
",0,-5.3996234,-1.6514418
"Donepezil, phenserine, huperzine A, and BW284c51 are selective AChE inhibitors.
",4,1.4219918,8.403195
"Ache has issued three pressings of the album.
",1,1.7413428,1.1694964
"The combination of medical herbs makes Apo with beer an effective agent against health issues like diarrhoea, urinary problems, body ache, inflammation, headache, insomnia, expelling worms, etc.
",0,-5.572989,-0.57851833
"Kössen (Bavarian: ""Kessn"") is a municipality in the Kitzbühel district in the Austrian state of Tyrol located 24 km north of Kitzbühel as well as 15.50 km north of Sankt Johann in Tirol at the Kitzbühler Ache near the border to Germany.
",2,5.5757294,-2.3300493
"The active site is then blocked and AChE is inactivated.
",4,1.0371794,7.0891557
"""In 1966, Seely's 'Don't Touch Me' took country women's sexuality from the honky-tonk into the bedroom even though it didn't end up there, and the on-again-off-again ache in her voice retained its savor afterwards,"" he wrote.
",0,-5.1398854,-0.9565094
"Conversely, she maintained her composure in ""Micro-Phonies"" and even dealt Curly Howard several painful face slaps in ""An Ache in Every Stake"".
",2,4.5734196,-2.7901208
"In her book ""American Classic Pedigrees (1914–2002)"", author Avalyn Hunter wrote that Bally Ache was ""a crowd favorite"" who ""won hearts by his sheer determination.""
",2,4.2116113,-2.591283
"The album's lead single is titled “Tummy Ache”.
",2,2.3921623,-2.1113698
"Symptoms can vary from an ache or pain and swelling to the local area of the ankles, or a burning that surrounds the whole joint.
",0,-5.406127,-0.5477161
"""Heart Ache/Dethroned"" scored a 79/100 on Metacritic based on 8 critics, indicating ""generally favorable reviews.""
",2,3.7715788,-2.9175243
"He had been restricted by a left side ache and high blood sugar levels, and sat out the regional tour in April due to a fractured rib.
",0,-5.7487545,-0.7217609
"It was released in December 1981 as the third single from the album ""Seven Year Ache"".
",2,4.7694054,-3.8651447
"As a two-year-old, Bally Ache made sixteen starts.
",2,3.4949663,-2.1899958
"Due to both AChE and BuChE being the main targets of organophosphates, their measurement is widely used as an indication of an exposure to an OP.
",4,1.5919617,8.705088
"The ache and euphoria in her voice shot through with producer Fabrizio Sotti's stunning acoustic guitar interplay is nearly overwhelming in its emotion.""
",0,-4.6550875,-1.032786
"There's real ache in every word that drips from her pained lips.""
",0,-4.847438,-1.3410361
"The medicinal properties include the leaves and roots being used against inflammations, itch, stomach ache, and recovery after delivery.
",0,-5.8731313,-0.8928783
"American poet Jane Shore published a poem, ""The Princess and the Pea"", in the January 1973 issue of ""Poetry"", in which a close dependency between princess and pea is posited: ""I lie in my skin as in an ugly coat: / my body owned by the citizens / who ache and turn whenever I turn / on the pea on which so much depends"" (13-16).
",0,-4.9610944,-1.5449163
"""Mostly the Fuehrer would notice the attempt at deception, would get very annoyed and then get tummy ache,"" Junge said.
",0,-3.9748697,-0.16375625
"Oral accounts credited the foundation of Ache Lhamo tradition to 14th-century mystic Thang Tong Gyalpo.
",2,4.1883326,-2.1384058
"On promotional material for ""Heart Ache"", a message from Broadrick read, ""Godflesh is dead, long live Jesu.""
",2,4.3716874,-3.3951552
"The active ingredient was extracted, identified, and studied, in particular in relation to its acetylcholinesterase (AChE)-inhibiting properties.
",4,1.8471599,8.627985
"""Loneliness, alienation, the ache of nostalgia and the everyday absurdity of life infuse every encounter in the unconventional road trip.
",0,-5.0543494,-0.4834838
"1988 Jonathan/Roger Silence/A Slight Ache Lookout Theatre, Florian Messmer
",2,4.6133065,-2.3658009
"The Zuni people use the root as a poultice for sores and rashes, and an infusion of it is taken for stomach ache.
",0,-5.4673176,-0.4453339
"Königsseer Ache is a river of Bavaria, Germany.
",2,6.3579707,-1.9866626
"This conversion process makes the molecule much more efficient in binding with AChE.
",4,0.93799263,7.5642443
"Its name likely derives from the CHamoru word ""puti"", meaning to hurt or ache.
",0,-4.280961,-0.5803788
"""No Man's Land"" was Wheeler's 14th Pinter production, which included the American premieres of ""The Dwarfs"", ""A Slight Ache"", and ""The Room"".
",2,4.4702454,-3.7480414
"Mint was originally used as a medicinal herb to treat stomach ache and chest pains.
",0,-5.904813,-1.0778093
"Symptoms may include bilateral ptosis, diplopia, discomfort in the chest, general ache, weak feeling in limbs, ataxia, glossolysis, loss of voice, dysphagia, tunnel vision, and difficulty breathing.
",0,-5.7582126,-0.53254575
"The records of Ache's 1521 account before the crew of Sebastian Elcano's expedition did not identify Salalila by name.
",2,2.9917128,-1.7380596
"The heart ache, the let down that comes with life.
",0,-4.878586,-1.5714903
"She also won Distinguished Performance Obie Awards for ""The Room"" and ""A Slight Ache"" (1964–65).
",2,4.9084888,-3.03936
"Her rich, sensuous voice is memorable when she sings the soulful mornas, evoking the ache of longing and loss.
",0,-4.938591,-1.0339628
"The waterfall begins at the top of the Krimmler Ache valley, and plunges downward in three stages.
",2,3.102599,-2.0370789
"By silencing the expression of AChE, ACh levels rise and inhibit peripheral inflammation.
",4,1.6071517,8.83263
"""Seven Year Ache"" was Cash's fourth-issued single and her first single released in 1981.
",2,4.9389834,-3.5822265
"Between Hopfgarten and the section of river forming the boundary between Kirchbichl and Wörgl, the Ache is again forced through a gorge, before it breaks out into the plains of the Inn Valley.
",2,5.5157223,-2.0338864
"Distance Learning Association (USDLA) and the Association for Continuing Higher Education (ACHE) Award for Creative Use of Technology for its online textbook center.
",-1,2.3969235,6.901839
"It lies on the small river known as the Mühlheimer Ache, a tributary of the River Inn.
",2,5.333263,-1.9643859
"The idea to weave a story around the next generation came from a line from the introductory song 'Mora Dujonai Rajar Jamai' in 'Hirak Rajar Deshe'—""aar ache polapan, ek khan ek khan... (we have one child each)"".
",0,-2.6891742,-0.3050223
"The Brandenberger Ache is a river of Bavaria, Germany, and of the Kufstein District, Tyrol, Austria.
",2,6.6154604,-1.9925376
"""Ache din ane wale hai"" (good days are ahead).""
",2,3.2832146,-0.4613357
"The insulation company Steinbacher AG lies on the banks of the Ache in the village of Erpfendorf i. T.
",2,4.654527,-2.2054396
"She covers it all with a delivery that ranges convincingly from quiet country ache to bluesy toughness.""
",0,-3.6168811,-0.10012746
"I think I was inspired to make this film from that ache I felt for the Chinatown of my childhood.""
",0,-4.0312524,-0.60446477
"Davidson's performance was so beautiful and poignant it made our souls ache"".
",0,-4.509176,-1.9531622
"The typical symptoms of a cold include cough, runny nose, sneezing, nasal congestion, and a sore throat, sometimes accompanied by muscle ache, fatigue, headache, and loss of appetite.
",0,-5.5681233,-0.583062
"The Krimmler Ache itself rises at a height of about at the to the valley at the east.
",2,2.9438057,-2.2751412
"Scott and Luis Camara Dery assert that this commander of the Bruneian Fleet was actually the young prince Ache of Maynila, a grandson of the Bruneian sultan who would later become Maynila's Rajah Matanda.
",2,3.9442234,-1.8667396
"“Eat when having flu” or “Eat nine when having stomach ache”.
",0,-4.84852,-0.3347116
"Common symptoms of altitude sickness include severe headache, sleep problems, nausea, lack of appetite, lethargy and body ache.
",0,-5.5578747,-0.7687688
"Bally Ache then won by four lengths in the 84th running of the Preakness Stakes.
",2,3.5326402,-2.308941
"Other unclassified Loloish languages are Gokhy (Gɔkhý), Lopi and Ache.
",2,4.0442047,-2.3581235
"Although the narrator states that ""hearts may ache,"" they are proud to fly the service flag because of what it represents.
",0,-4.9231935,-1.7817265
"Shin splint pain is described as a recurring dull ache, sometimes becoming an intense pain, along the inner part of the lower two-thirds of the tibia.
",0,-5.313793,-0.82193124
"It binds to a Serine-103 allosteric site, while pyridostigmine and neostigmine bind to the AchE active site for their inhibitory effects.
",1,4.0170054,1.4160557
"In Traditional Chinese medicine, a decoction of this fungus is used to help relieve the symptoms of gastralgia, or stomach ache.
",0,-5.5791535,-0.68517226
"Betsy Sharkey of the ""Los Angeles Times"" felt she played the role ""with a white trash verve"" and found her character's ""raw ache for that someone with money and respectability is palpable.""
",0,-4.637754,-0.96942574
"Hippolyta began to ache for something unknown.
",0,-4.553958,-0.9095879
"Its oil is used for curing ear ache and eye diseases.
",0,-5.4127903,-0.6889367
"According to Scott, Ache was eventually released after a ransom was paid.
",2,2.6454582,-1.4815565
"The route through the valley along the lower reaches of the Windauer Ache is part of the ""Kaiser Circuit (""Kaiser-Runde""), a long distance circular cycleway that starts and ends in Kufstein.
",2,5.7005954,-1.8984365
"In 1968, he directed and performed in the play ""A Slight Ache"" at the Hollywood-Vine Methodist Center.
",2,4.4828963,-3.2340522
"""We are so thin that our bones ache as we lie on the hard snow"", wrote Shackleton.
",0,-5.2510633,-2.1333137
"The great slope on its eastern and southeastern side plunges about 2,300 metres to the Fuscher Ache - one of the greatest height differences between mountaintop and valley floor in the Eastern Alps.
",2,5.164131,-2.0704913
"They always ache.
",0,-4.69536,-0.9848836
"A leaf infusion is taken traditionally to for stomach ache, for venereal diseases, and as an abortifacient.
",0,-5.7369857,-0.6191314
"""Today with Pat Kenny"" opened the following Monday with the presenter describing ""an ache at the heart of everything we do"" and expressing his ""happ for my part to canonise him in the hierarchy of broadcasting greats"".
",0,-4.875914,-1.61432
"I ache for him sometimes, but I think I would be forever kicking myself if I hadn't come back to work.
",0,-4.6170516,-1.5217702
"They reported that only 5% of LD50 inhibited AChE in rats, resulting in acute toxic effects.
",4,1.2701938,8.182301
"An example of a herbal medicine derived from local flora, is a treatment for ear ache made out of a pandanus (pandanus tectorius) tree's root.
",0,-5.6379027,-0.71944815
"When Ache asked his mother for permission to address the matter, his mother refused, encouraging the young prince to keep his peace instead.
",2,2.6835656,-1.7762765
"During this time, she made a string of short films, formed a rock band called Century Ache, and had a shop at the Chatuchak Weekend Market where she sold T-shirts.
",2,3.3154836,-2.5410879
"The study started with hyperzine A, tacrine, and 2,6-dimethoxyphenyl-N-butylcarbamate, which are all inhibitors of AChE.
",4,1.0697451,8.545679
"Common side effects include pain or swelling where the shot was given, mild fever, headache, tiredness, nausea, vomiting, diarrhea, and stomach ache.
",0,-5.9860535,-1.1320387
"""Forget Everything You Know"" was released on Dixon's Ache Records.
",2,3.8164613,-2.5443728
"Similar, ""Consequence of Sound"" contributor Allison Shoemaker wrote ""The sequence manages to convey not only the ache of being left behind by someone you love, but the inevitable tragedy of growing up (and getting old).
",0,-5.430682,-1.1910107
"Bally Ache was a bay horse bred by brothers Alan and Marvin Gaines at their Twin Oak Farm in Walton, Kentucky.
",2,5.032302,-2.0179892
"One group with two Natters ended up at the junction of the river Inn and one of its tributaries, the Ötztaler Ache, at Camp Schlatt.
",2,5.0233865,-2.2231135
"Bally Ache (February 3, 1957 – October 28, 1960) was an American Thoroughbred racehorse who won the Preakness Stakes in 1960 but died later that year.
",2,5.163876,-2.394336
"George mixes a drink to fix the third soldier's gut ache.
",0,-6.0824966,-1.4176545
"Current antidotes for OP poisoning consist of a pretreatment with carbamates to protect AChE from inhibition by OP compounds and post-exposure treatments with anti-cholinergic drugs.
",4,0.6038367,7.549916
"Contrasted with ""Heart Ache"", this new double EP is an excellent introductory portrait of the project, past and present.""
",2,3.4706817,-3.050023
"Acute infection may appear as an acute gastritis with abdominal pain (stomach ache) or nausea.
",0,-5.2896447,-1.0017747
"When leptophos binds to the AChE, the acetylcholine does not get inactivated.
",4,1.0564703,7.801552
"The presence of ACHE in the amniotic fluid may be tested in early pregnancy.
",3,1.1303537,5.7872143
